baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sftpb:NM_001282071.2:exon_10	24.7979587030456	-4.58986560162506	1.33089661802033	-3.44870182963748	0.000563288330577812	0.0878841227935577
Sftpb:NM_147779.2:exon_10	24.7979587030456	-4.58986560162506	1.33089661802033	-3.44870182963748	0.000563288330577812	0.0878841227935577
Sox8:NM_011447.3:exon_0	40.8584475245091	-4.67576318244421	1.33822660861787	-3.49399956056273	0.000475841801606464	0.08255048746344
Spata24:NM_027733.5:exon_1,Spata24:NM_029485.2:exon_3	9.73600628485259	-6.63057582544753	1.76432151284919	-3.75814486030942	0.000171177776390043	0.0460273566721254
Spata21:NM_177867.3:exon_7	11.9129472172156	-6.92401114369941	1.60253584756265	-4.32065913173198	1.55563823230665e-05	0.0127381881014198
Spata21:NM_177867.3:exon_14	10.4664468495797	-6.737279719683	1.65724380974608	-4.06535217091279	4.79599862146271e-05	0.0280511107942752
Ehd1:NM_010119.5:exon_2	9.90129804108278	-6.06990481300307	1.58544046456319	-3.82852901050145	0.000128911437697589	0.0425636458243121
Snx13:NM_001014973.2:exon_25	8.28297437744613	-6.4020502061509	1.7189103065064	-3.72448183126132	0.000195716806320649	0.0498875225035726
Scd1:NM_009127.4:exon_0	410.515558866864	2.9830486703858	0.704904357779312	4.23184881390635	2.31778192578544e-05	0.0175730791862051
Clcn3:NM_007711.3:exon_11,Clcn3:NM_173873.1:exon_12,Clcn3:NM_173874.1:exon_13	6.96587660193611	-6.14562100113246	1.83137264737591	-3.35574576257772	0.000791512952823477	0.0978745631728184
Mir143:NR_029601.1:exon_0	44.5869091571242	5.18366388121932	1.17951447928742	4.39474374604618	1.10903501335836e-05	0.0103195707992995
Mir10a:NR_029784.1:exon_0	155.582729984724	3.47532273118089	0.740581213414557	4.69269631504344	2.69627589996335e-06	0.00408916520735016
Cnot4:NM_001164412.1:exon_0,Cnot4:NM_001164413.1:exon_0,Cnot4:NM_001164414.1:exon_0	6.90182397749723	-6.13837378657028	1.76984567839185	-3.46831018179384	0.000523742382845269	0.08631463275309
Cep63:NM_001081122.1:exon_12,Cep63:NM_001301689.1:exon_10	10.4504274165126	-6.73545410092466	1.67262049422321	-4.02688722527742	5.65201240220989e-05	0.030431174209539
Defb2:NM_010030.1:exon_1	12.8220916750853	-5.73720400260125	1.62230115378292	-3.53646053275812	0.000405527088692507	0.0783047887351709
Lgals3:NM_010705.3:exon_0	68.0363494113581	2.61290449807488	0.760464113680343	3.43593399224253	0.000590514826785592	0.0900735461996593
Lgals3:NM_001145953.1:exon_0	68.7231966030967	2.51524444865027	0.755151503456314	3.33078122355321	0.000866026367802358	0.0990414847781121
Zic5:NM_022987.3:exon_1	353.174025753645	-1.1836672143394	0.337490704986618	-3.50725870920306	0.000452748745458445	0.0805932136372158
Dnajb14:NM_001033155.1:exon_6	7.6397055686084	-6.28122447168183	1.72855570348967	-3.63379928052134	0.000279278156325813	0.0589392076097497
Cwh43:NM_181323.2:exon_0	11.7852792626896	-6.91362811121122	1.74598322371005	-3.95973341400177	7.50334759138375e-05	0.030431174209539
4933409F18Rik:NR_146399.1:exon_4	7.35733876417069	-6.22718617954211	1.83369536902414	-3.39597638993662	0.000683842579952135	0.0942086483393473
4930525D18Rik:NR_040738.1:exon_0	13.8014916725845	-6.54900141120398	1.80949816849348	-3.61923627513612	0.000295473765099871	0.0617208514832597
4930432K21Rik:NM_001163752.1:exon_0,4930432K21Rik:NM_029045.2:exon_0	10.6310022103528	-6.76102175222685	1.62601809420066	-4.1580236876457	3.21012743526913e-05	0.0211982318475465
Adam30:NM_027665.2:exon_0	8.83944344467702	-6.49244625940056	1.93628699339161	-3.35303923517472	0.000799293751178618	0.0978745631728184
ND4:NP_904337.1:exon_0	1081.1609447641	2.35952262916552	0.607165479074616	3.88612776991486	0.000101855911399025	0.0359498683146456
ND4L:NP_904336.1:exon_0	379.765949142113	2.06021174964862	0.591621351835017	3.48231473265545	0.000497099063127557	0.0841001233163986
ND5:NP_904338.1:exon_0	857.420805156862	2.22976141903521	0.589006057128089	3.78563410690073	0.00015331712406144	0.0448241884217401
ND6:NP_904339.1:exon_0	328.636677462177	2.5231185658231	0.569539899713058	4.43009974734744	9.41895117146523e-06	0.00964076747155324
ND1:NP_904328.1:exon_0	628.853981662328	2.219565004743	0.619129679560639	3.58497593964176	0.000337109281965057	0.0664245251018238
Orc2:NM_001271526.1:exon_17,Orc2:NM_008765.3:exon_17	68.1558420371723	4.34964728284089	1.03236644163373	4.21327845174582	2.51690458043437e-05	0.0184012691664543
1700056E22Rik:NM_028516.1:exon_0	7.35085997937076	-6.22949090567947	1.83886559641696	-3.38768146938942	0.000704860715080701	0.0942086483393473
2810408I11Rik:NR_038009.1:exon_0	6.52496952804755	-6.05716731080452	1.81771778715763	-3.33229247884301	0.000861336817867339	0.0990414847781121
1700029H14Rik:NM_001080781.2:exon_0,1700029H14Rik:NM_025601.3:exon_0	6.09137571222774	-5.95786661227226	1.78830346404155	-3.33157471987866	0.000863561139349697	0.0990414847781121
Bpgm:NM_001363708.1:exon_2,Bpgm:NM_001363709.1:exon_2,Bpgm:NM_001363710.1:exon_2,Bpgm:NM_007563.5:exon_2,Bpgm:NR_156731.1:exon_2	10.0065282972978	-6.67510936148501	1.67153880634285	-3.99339179931422	6.5134808414862e-05	0.030431174209539
Agbl5:NM_001048192.2:exon_1,Agbl5:NM_001294262.1:exon_1,Agbl5:NM_001374737.1:exon_1,Agbl5:NM_174849.3:exon_1,Agbl5:NR_122116.1:exon_1,Agbl5:NR_122117.1:exon_1	6.99294383606994	-6.15550275313787	1.79976655441521	-3.42016732005444	0.00062582630212054	0.0921675556166156
Ankef1:NM_175667.4:exon_2	7.46233615976001	-6.24701341895577	1.77584567526231	-3.51776818559023	0.000435192353346987	0.079844822113819
Ube3c:NM_133907.3:exon_0	1372.86740201199	4.14831843198888	1.01532534696703	4.08570360661309	4.39434456794583e-05	0.0272595841364906
Utp25:NM_001368818.1:exon_9,Utp25:NM_001368819.1:exon_5,Utp25:NM_145415.2:exon_9,Utp25:NR_151719.1:exon_9	20.9189237019423	-4.62119340532899	1.33363261232916	-3.46511727638256	0.000530000302812924	0.08631463275309
Ttc41:NM_001003910.2:exon_15	12.4373580729565	7.17581772855928	2.09471094314318	3.42568398377283	0.000613253438822826	0.090970370624218
Kdsr:NM_027534.2:exon_0	7.90131077905093	-6.3330690606658	1.71066294195608	-3.70211390294348	0.000213810584699138	0.0503093848204144
Vma21:NM_001081356.3:exon_2,Vma21:NM_001290780.1:exon_2,Vma21:NM_001290781.1:exon_3	19.167872636637	7.21376220341234	1.99570417104146	3.61464505014681	0.000300759393582076	0.0621903590506937
Lipg:NM_010720.3:exon_9	10.2126357407006	-6.70244562309427	1.88623331329343	-3.5533491937917	0.000380359208464275	0.0741555557759254
Kmt2d:NM_001033276.3:exon_54	40.8434431489593	4.50381767095289	1.21050602022805	3.72060741185278	0.00019874418935076	0.0498875225035726
Fam71e1:NM_001357650.2:exon_2,Fam71e1:NM_001357651.2:exon_1,Fam71e1:NM_001368290.1:exon_1,Fam71e1:NM_001368291.1:exon_2,Fam71e1:NM_028169.2:exon_2	6.94289158836566	-6.14479944786183	1.74937679551003	-3.51256485374285	0.000443803677226876	0.079844822113819
Foxred2:NM_001017983.2:exon_0,Foxred2:NM_001168260.1:exon_0	11.9935167142336	-6.93365868426701	1.88889459966838	-3.67074938193179	0.000241840381350433	0.0538782308885812
Dync1h1:NM_030238.2:exon_6	9.51744466151978	-6.59775003080253	1.67777649113202	-3.93243680888086	8.40890885333932e-05	0.0324790137993791
Gm31138:NR_166724.1:exon_0	9.88902789796835	-6.65634570495656	1.68205879465011	-3.95726102210426	7.58140728194268e-05	0.030431174209539
Gm31138:NR_166723.1:exon_0	9.88902789796835	-6.65634570495656	1.68205879465011	-3.95726102210426	7.58140728194268e-05	0.030431174209539
Golga7:NM_020585.2:exon_4	15.1825939623262	-7.27535650051002	1.58043245369644	-4.60339604106068	4.15656724015766e-06	0.00531806799832922
Aspm:NM_009791.4:exon_0	1100.53258353001	2.04611251526604	0.557457688527225	3.67043554582908	0.000242137523411141	0.0538782308885812
ATP6:NP_904333.1:exon_0	841.602244135419	2.07739576176515	0.557305382217073	3.72757168341144	0.000193333581362246	0.0498875225035726
Adss:NM_007422.3:exon_12	36.7799027624852	7.54065748587202	1.65752989748052	4.54933422156305	5.38159109135218e-06	0.00648038536653356
Azin1:NM_001102458.1:exon_1,Azin1:NM_018745.5:exon_1,Azin1:NR_125913.1:exon_1	20.2390564444541	7.87555230778751	2.08225009168289	3.78223170177527	0.000155428582283787	0.0448241884217401
Rec8:NM_001360389.1:exon_0,Rec8:NM_001360390.1:exon_0,Rec8:NM_020002.3:exon_0	314.297081622225	-1.38879760277321	0.369822515358248	-3.75530841173334	0.000173128155134271	0.0460273566721254
COX1:NP_904330.1:exon_0	2571.07127967369	1.95691959657838	0.564407796980307	3.467208651348	0.000525893500024353	0.08631463275309
COX3:NP_904334.1:exon_0	580.020244853798	2.0797955191295	0.576211419229549	3.60943127769038	0.000306869055236204	0.0628191642974034
CYTB:NP_904340.1:exon_0	926.957372636644	2.4327794507613	0.641681746155715	3.79125550217996	0.000149887658651972	0.0448241884217401
Bmp6:NM_007556.3:exon_0	117.598171005582	3.77312570437122	0.904123680513201	4.17324065909822	3.00297446168223e-05	0.020928579134053
Cracdl:NM_028096.1:exon_3	24.6955781205285	8.16220741465133	1.87000004587464	4.36481669220157	1.27229403319106e-05	0.0108521379806059
mmu-let-7g	8.91121678908882	-6.50922836587319	1.75237931346882	-3.71450879147177	0.000203598791990777	0.0499429436425573
Hydin:NM_172916.2:intron_66	8.70512123756694	-6.47205400711855	1.67936660027638	-3.85386609811903	0.000116267198399318	0.0396684303072073
Iqgap1:NM_016721.2:intron_35	9.73193968012947	-6.62924257807386	1.7349649120983	-3.82096636758858	0.000132929780913851	0.0431937388109119
Tomm34:NM_001291155.1:intron_4,Tomm34:NM_025996.5:intron_4	19.5361791360686	7.82410252037804	2.07131469280722	3.77736060461879	0.000158499163248448	0.045064394039708
Pnck:NM_001199352.1:intron_10	160.202121866884	2.68451900039635	0.671996363435488	3.99484155936816	6.47375311037765e-05	0.030431174209539
Pnck:NM_012040.3:intron_10	160.202121866884	2.68451900039635	0.671996363435488	3.99484155936816	6.47375311037765e-05	0.030431174209539
Pnck:NM_001199351.1:intron_10	160.202121866884	2.68451900039635	0.671996363435488	3.99484155936816	6.47375311037765e-05	0.030431174209539
Wdr63:NM_172864.3:intron_1	183.975866626711	2.96099861628168	0.756816811751609	3.91243768677471	9.13691189749044e-05	0.0343456461581615
Mpped1:NM_172610.3:intron_0	77.8530387547457	3.44704194636403	0.847118360206665	4.06913851509851	4.71872891251225e-05	0.0280511107942752
Ap1g1:NM_001301211.1:intron_0,Ap1g1:NM_009677.6:intron_0	7.81210624436953	-6.31472079638712	1.80681585604513	-3.49494431060019	0.000474160677985443	0.08255048746344
Mlf1:NM_001039543.2:intron_0,Mlf1:NM_010801.3:intron_0	19.8828989790771	6.16556121540985	1.82260493307447	3.38282921522079	0.00071743232003008	0.0942086483393473
A1cf:NM_001081074.2:intron_6,A1cf:NM_001365078.1:intron_6	13.5309737968586	-7.11056889852213	1.62685497424913	-4.37074540206264	1.23823103909185e-05	0.0108521379806059
Acsm3:NM_016870.3:intron_13,Acsm3:NM_212441.2:intron_12,Acsm3:NM_212442.2:intron_12	7.80566833944959	-6.31413562070756	1.73290385738542	-3.6436733600641	0.000268774475587989	0.057313357185018
Gm33075:NR_168723.1:intron_0	8.10932542998927	-6.36997231158507	1.71698823599655	-3.70996852397646	0.00020728501702307	0.0499429436425573
Anp32e:NM_001253757.1:intron_0,Anp32e:NM_023210.4:intron_0	507.52670973806	3.40852688462798	0.713518701783002	4.77706733700247	1.7787022361985e-06	0.00408916520735016
Anp32e:NM_001253758.1:intron_0	507.703214698913	3.40269087038399	0.713082371989373	4.77180618122852	1.82581160481166e-06	0.00408916520735016
Cop1:NM_001360878.1:intron_17,Cop1:NM_011931.4:intron_17	11.3854337847157	-6.85960149043588	1.70202926687586	-4.0302488470289	5.57178343844927e-05	0.030431174209539
Cttnbp2nl:NM_030249.4:intron_4	9.27736258230138	-5.96708937374915	1.60844056330485	-3.70986004076433	0.00020737385616811	0.0499429436425573
Clcn5:NM_001243762.1:intron_11	7.91052165113794	-6.32809780603162	1.82656847123632	-3.46447335847663	0.000531270759947699	0.08631463275309
Ptgfrn:NM_011197.3:intron_7	21.8213064845714	7.98392482857531	2.05714549628236	3.88106959036379	0.000103998074751114	0.0360838065801704
Shq1:NM_181590.5:intron_0	8.70848040253453	-6.47188009966967	1.73544278064972	-3.72923853890863	0.000192059275002444	0.0498875225035726
Plxna4:NM_175750.3:intron_27	18.5021931119607	7.74315349329676	2.05643051650297	3.76533679653046	0.000166324734670696	0.0460273566721254
Srebf2:NM_033218.1:intron_0	7.2298521894127	-6.2067130615084	1.75991903264079	-3.52670375533987	0.000420767268861746	0.0783047887351709
Chrm3:NM_033269.4:intron_1	658.139448570329	1.82804522434942	0.480448802359264	3.80486997859653	0.000141878698076584	0.0440060428534203
Ccdc85c:NM_001159910.2:intron_3	492.705172496146	1.71769090167888	0.441630217765101	3.88943245408198	0.00010047892938755	0.0359498683146456
Gfod1:NM_001033399.4:intron_0	24.6557967181488	4.91832979870212	1.46461043004374	3.35811468893829	0.000784760452211806	0.0978745631728184
Rgs8:NM_001347115.1:intron_3,Rgs8:NM_001357525.1:intron_4,Rgs8:NM_026380.3:intron_4	609.549169891097	1.31330466255008	0.332526583268114	3.9494726997245	7.83235429120294e-05	0.0308338701336953
Vwa3a:NM_177697.3:intron_5	8.27274360871379	-6.40153700356813	1.73281547358186	-3.69429815301434	0.000220494962940757	0.0507163189478679
Ubxn6:NM_001379361.1:intron_6,Ubxn6:NM_001379362.1:intron_6,Ubxn6:NM_024432.3:intron_6	8.90801468836753	-6.50520697180264	1.92596226546528	-3.3776398886149	0.000731107558029259	0.0951123550852725
Csmd1:NM_053171.2:intron_18	19.4739019782748	7.81993023580269	2.06757552712851	3.78217391974221	0.000155464675782499	0.0448241884217401
Cmip:NM_001163262.1:intron_0	159.82262933383	1.97585718571208	0.567009793575795	3.48469675144678	0.00049269508262722	0.0840496753038485
Unk:NM_001286006.1:intron_0,Unk:NM_172569.4:intron_0	10.6318703512221	-6.75992240199579	1.75678411736171	-3.8478958997806	0.000119136654155849	0.0399810892987605
Pan3:NM_001359433.1:intron_3,Pan3:NM_028291.5:intron_3	7.61014987150932	-5.65422363148283	1.68441197286924	-3.35679377881136	0.000788519013304245	0.0978745631728184
Tmcc3:NM_001359762.1:intron_0	47.2671028057331	4.90209910183485	1.33864341057928	3.66199023809749	0.000250263398315451	0.0548583508825173
Rcc1:NM_001197082.1:intron_9,Rcc1:NM_133878.3:intron_8	10.4547343721065	-6.7344503741282	1.93190131690467	-3.48591841374086	0.000490450560552174	0.0840496753038485
Baz1a:NM_013815.2:intron_25	36.41482318299	6.05919613495775	1.63848365681063	3.69805100574039	0.000217261239072038	0.0505403957391329
Pdlim4:NM_019417.3:intron_3	11.7916460483176	-6.90889582931573	1.61883011731469	-4.26783252635316	1.97381417910293e-05	0.015540750023237
Pdpn:NM_001290822.1:intron_3,Pdpn:NM_010329.3:intron_4	6.53916328992169	-6.05644931307028	1.79618331876315	-3.37184364747399	0.000746668236121041	0.0957187341567803
mmu-miR-466f-5p	21.2875958549091	-7.76243705578354	2.03768596935912	-3.80943735811506	0.000139283388623043	0.0438656961308047
mmu-miR-31-5p	11.2526909034561	-5.72747928717674	1.5977311891398	-3.58475776532868	0.000337391201902085	0.0664245251018238
mmu-miR-292b-5p	8.48346730932121	-6.43293461995935	1.68542314123894	-3.81680686740218	0.000135189908215272	0.0432417595480442
mmu-miR-200a-3p	13.6864294884583	-7.12620791331523	2.07923260813659	-3.42732596893127	0.000609556877819958	0.090970370624218
mmu-miR-145a-5p	1291.7131661121	1.47708976620375	0.434575664142726	3.39892425664829	0.000676514488155182	0.0942086483393473
mmu-miR-222-3p	188.684223489814	2.58347449138904	0.720693894062143	3.58470428662502	0.00033746033953347	0.0664245251018238
mmu-miR-203-3p	264.446601789316	11.5807800847668	1.89385922994197	6.11491070807919	9.66110434082588e-10	9.88862334805233e-06
mmu-miR-1b-5p	24.2607639908382	8.13971862004038	1.71586131616932	4.74380915481701	2.09736454965865e-06	0.00408916520735016
mmu-miR-125b-5p	3302.71509303577	1.63340739850129	0.488523301172422	3.34356087945289	0.000827105439245293	0.0984570371924506
mmu-miR-497a-5p	20.8209277996005	6.01182342464119	1.80427546072821	3.33198757922186	0.000862281046177022	0.0990414847781121
mmu-mir-449b.1	44.7920239780526	-5.88031142234078	1.24674607910177	-4.71652690223602	2.39904658532306e-06	0.00408916520735016
mmu-miR-669o-3p	286.413777275988	-2.91657052090728	0.77537593135513	-3.76149220393	0.000168902686772129	0.0460273566721254
mmu-miR-100-5p	94.4881592601121	3.68190846055579	1.10251818469832	3.33954442807062	0.000839159269376298	0.0987919521374023
mmu-mir-881.1	64.4275633942703	-9.36019340623131	1.45864880386625	-6.41703018671901	1.38958377690259e-10	2.84461694969729e-06
proTRAC_piRNA_cluster517	14.2539111430369	-5.18715612626447	1.53624484072462	-3.3765165478556	0.000734099560523328	0.0951123550852725
proTRAC_piRNA_cluster223	7.80054416061225	-5.71991328644976	1.67897765099559	-3.40678345721755	0.00065733255489008	0.0942086483393473
LTR:ERVL-MaLR:ORR1B2:ORR1B2_copy7234.1	473.150708840603	-1.99728632829587	0.385953718346885	-5.17493739107019	2.27987418703549e-07	0.000933426089656072
LTR:ERVL-MaLR:ORR1E:ORR1E_copy11984.1	268.191362152595	3.3378094192967	0.73900952963583	4.51659861672083	6.28408583855053e-06	0.00714675117783155
LTR:ERVL:MT2B1:MT2B1_copy5485.1	16.5333041627273	-4.90945232820079	1.4499028753469	-3.38605599842414	0.000709049131699724	0.0942086483393473
LINE:L1:Lx2:Lx2_copy1718.1	17.7097905114219	-6.91324210365478	1.47554183194015	-4.68522271209672	2.79655673405805e-06	0.00408916520735016
LINE:L1:L1MdF_IV:L1MdF_IV_copy5001.1	10.3415811947428	6.91328372460778	1.95924717446302	3.52854086749036	0.000417857420981698	0.0783047887351709
LINE:L1:Lx5c:Lx5c_copy14286.1	54.4766757130865	5.24899596886772	1.32497102608812	3.96159302016212	7.44513658834475e-05	0.030431174209539
LINE:L1:Lx8:Lx8_copy2254.1	542.382607941505	3.53608745416899	0.628171194052592	5.62917798149296	1.81070481682807e-08	0.000123556461017625
LTR:ERV1:RLTR24:RLTR24_copy1126.1	46.5078646474585	-4.63223935924885	1.31878682091479	-3.51250049347296	0.000443911180097669	0.079844822113819
SINE:Alu:PB1D10:PB1D10_copy25107.1	8.98681335295556	-6.51922993802056	1.92681051354568	-3.3834307484777	0.000715862585695098	0.0942086483393473
Retroposon:L1-dep:RMER1C:RMER1C_copy6186.1	7.84576202084993	-5.69858787194516	1.70158805348695	-3.34898206429425	0.0008110904609316	0.0978745631728184
LTR:ERVL-MaLR:ORR1A2:ORR1A2_copy16740.1	18.0658856765523	-7.52524753532974	1.55140393144171	-4.8506049152116	1.23085505740384e-06	0.00359954769715913
LTR:ERVL-MaLR:MTD:MTD_copy41140.1	6.40895588458397	-6.02888808718572	1.7952784155784	-3.3581911501138	0.000784543397051603	0.0978745631728184
LTR:ERVK:ETnERV-int:ETnERV-int_copy847.1	10.0954511787983	-6.68870589654015	1.81930904495579	-3.67650890050002	0.000236447609272299	0.0537813223268137
LTR:ERVK:BGLII_B2:BGLII_B2_copy243.1	6.93513124647462	-6.14295230131424	1.75292689191198	-3.50439731951051	0.000457642012359543	0.0807619796121743
LTR:ERVK:RLTR17B_Mm:RLTR17B_Mm_copy28930.1	6.26323809083568	-5.99938741029126	1.79656768103812	-3.33936064508553	0.000839714702354941	0.0987919521374023
LINE:L1:Lx8:Lx8_copy35062.1	10.4715587748409	-6.73377977334987	1.99859611088643	-3.36925491682422	0.000753716865944049	0.0958343972841033
LTR:ERVL-MaLR:ORR1B1-int:ORR1B1-int_copy51239.1	13.3955249824949	-7.09193092852795	1.9375174520832	-3.66031847656535	0.000251901958036082	0.0548583508825173
LTR:ERVL-MaLR:ORR1A4:ORR1A4_copy6770.1	12.0262537125223	-6.93921018937377	1.66470619278358	-4.16842937177438	3.06705766216399e-05	0.020928579134053
sncRNA:tRNA:tRNA-Gln-CAA:tRNA-Gln-CAA_copy30	421.35967471387	2.38433514097872	0.675218585437699	3.53120484595832	0.00041367124864575	0.0783047887351709
