baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Lactobacillus sp. PV034	320.088123503616	1.73609849131304	0.533158251751716	3.25625362752806	0.00112892858089052	0.0202926898905015
Lactobacillus taiwanensis	9283.29192253094	1.39428022783028	0.541836907547563	2.57324705720214	0.0100749260604131	0.0983400391549016
Lysinibacillus timonensis	140.50404611227	0.670166232825776	0.255051567574944	2.62757151111748	0.00859967642239216	0.090287704942375
Macrococcoides canis	228.776731409939	-2.49544744639433	0.587888484481131	-4.24476327104247	2.18824314155872e-05	0.00140360167222838
Marvinbryantia formatexigens	97762.6583997659	-1.67207356199091	0.51250138138067	-3.26257376611624	0.00110405435266635	0.0202926898905015
Massilistercora timonensis	119.699386812496	-1.10192712963015	0.26379300668291	-4.17724163155965	2.95065527254854e-05	0.00158466497812058
Paenibacillus sp. KS-LC4	30.5124683163092	-2.01955117913649	0.58467526457177	-3.45414164325159	0.000552047348909002	0.0137705144255634
Planktothrix agardhii	5180.70180094768	-0.892440108606073	0.284488105641836	-3.13700323812354	0.00170684242098079	0.0239491327193867
Proteiniborus sp. MB09-C3	794.197096279177	-4.44315133406219	0.840669735826135	-5.28525191845507	1.25531886219199e-07	2.81819084562101e-05
Pseudobutyrivibrio xylanivorans	737.919408204037	-3.36749924466063	1.00897993530151	-3.33752845506717	0.000845270662886291	0.0172512058016339
Pseudoroseomonas cervicalis	133.670539854254	2.49352923594766	0.814141922083207	3.06276973131082	0.00219298738259767	0.0298379192359501
Ruminococcus gauvreauii	8363.52967049731	-2.92682497868252	0.918658548636241	-3.1859769693837	0.00144266081111462	0.022336369110016
Salmonella enterica	2079.93970735129	-0.682917260186012	0.26626827135667	-2.5647714491346	0.0103243786349241	0.0986307661081048
Sedimentibacter sp. MB35-C1	188.231390699913	-1.90960780086213	0.564750002473766	-3.3813329659097	0.000721350746513553	0.016578539184515
Sellimonas caecigallum	42068.8401199371	-2.7715220980503	0.641868671530343	-4.31789588895567	1.57523697729314e-05	0.0011788023380077
Synechococcus elongatus	136.91090511494	2.78671132943741	0.7048692231694	3.95351540092378	7.701130455883e-05	0.00288150631224289
Syntrophobotulus glycolicus	792.580116683955	-2.58285993617798	0.553639450694011	-4.66523823932752	3.08259679499364e-06	0.000346021490238037
Taurinivorans muris	8343.24529139623	2.55058084674628	0.711990798743937	3.58232276490918	0.00034055266006398	0.0109220103120519
Vescimonas coprocola	3672.16947466012	0.998108057656087	0.380128035794769	2.62571545287168	0.00864670670940339	0.090287704942375
Wansuia hejianensis	69.5831279866598	-2.51315151502689	0.785831429561017	-3.19807966503808	0.00138346055740817	0.022336369110016
[Clostridium] colinum	19484.5345248602	-1.58557932737362	0.396279890795996	-4.00116020065695	6.3032663367601e-05	0.00257287871382299
