baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Rimbp2:NM_001081388.2:intron_20,Rimbp2:NM_001310733.1:intron_19,Rimbp2:NM_001378900.1:intron_19	82.1289719990027	5.32484083291904	1.43134475124922	3.72016652750622	0.000199091460893081	0.087241878163348
Rilpl1:NM_021430.2:intron_0	20.43714703731	-7.20729481392223	1.69728470414588	-4.24636762254281	2.17264046331203e-05	0.022810338544659
Ptprk:NM_001359355.1:intron_2,Ptprk:NM_001359356.1:intron_2,Ptprk:NM_008983.2:intron_2	15.5861921785247	8.08966584905652	1.99353111338382	4.05795816014384	4.95036338389811e-05	0.0417587038565685
Mast2:NM_001042743.2:intron_25,Mast2:NM_001369061.1:intron_25,Mast2:NM_001369062.1:intron_24,Mast2:NM_008641.3:intron_24	21.4316360142937	7.95008860041727	2.06654496622945	3.84704360676107	0.000119551697509035	0.0654844423105741
Zhx3:NM_177263.3:intron_2	12.6519476435915	7.83054521119438	2.13450171941308	3.66855886785022	0.000243921534163672	0.0954068396737646
Mtus2:NM_001359503.1:intron_3,Mtus2:NM_029920.7:intron_3	19.245143737358	8.39460532982956	1.92498061623998	4.36087784937105	1.29541672809598e-05	0.0197409683610235
1700016B01Rik:NR_166436.1:intron_0	12.746124082519	7.81429094904836	2.08159870797306	3.75398529943241	0.000174045075311456	0.0808887672742971
Mark3:NM_001370744.1:intron_0,Mark3:NM_001370745.1:intron_0,Mark3:NM_021516.4:intron_0,Mark3:NM_022801.4:intron_0	22.7879222572587	8.61208221997378	1.95903867947032	4.39607564170316	1.10225536313358e-05	0.0187836561159775
Hlcs:NM_001360045.1:intron_5,Hlcs:NM_139145.5:intron_5	20.606987697743	-6.01431947336148	1.63750845040859	-3.67284790002813	0.000239862265078692	0.0954068396737646
Etl4:NM_001081006.1:intron_1	25.4444525001776	5.52699614850742	1.41619414224333	3.90271078211944	9.51213391071225e-05	0.0583550391154375
Col4a2:NM_009932.4:intron_3	21.3121406408045	-7.26785255228484	1.88766569903148	-3.85017991057094	0.00011803109243819	0.0654844423105741
Defb37:NM_181683.2:intron_0	22.4511776402746	-6.6918734698139	1.68111354836066	-3.98061955799446	6.87358826609379e-05	0.0502001063033716
Ccdc6:NM_001111121.1:intron_2	18.0511060165677	-7.02808984194695	1.67405627739064	-4.19823989006014	2.68997593167299e-05	0.0257851005400429
Cdkal1:NR_131896.1:intron_1	98.6998430530389	7.52726917233274	1.88852785858854	3.98578667404913	6.72569189576025e-05	0.0502001063033716
Myo3a:NM_148413.3:intron_29	5531.57589702254	2.2549575499572	0.608592364184901	3.70520184389318	0.0002112224623095	0.0899866362344667
mmu-miR-486a-3p	111.945460873768	24.9174757091354	3.02704483176566	8.23161766474438	1.84701971443204e-16	2.83277413602442e-12
mmu-mir-192.1	25.9677539161806	8.87361161704975	1.73516275368744	5.11399383037252	3.1541766286327e-07	0.00161252023177799
